Event ID,Event Date,Brief Description,What happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Type,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-6096,12/08/2024,Injury to crew member due to gantry hook hitting the side of their face.  Sent to hospital.,Injury,"Collingwood, Golden Bay",-40.668834,172.757896,Tasman,Inshore,Domestic Commercial,1,Aquaculture vessel,MOSS,New Zealand,NULL,18.7,2002
EVT-6097,12/08/2024,Cargo Ship reported seawater in the engine room bilges. The water was pumped out and the cause was to be investigated.,Flooded,Lyttelton Port,-43.60490362,172.7161763,Canterbury,At berth,Domestic Commercial,0,Cargo ship,ISM,New Zealand,1653,NULL,2007
EVT-6098,13/08/2024,"Commercial vessel was following a trawler when the trawler turned hard to port, cutting across the bow of the other vessel. The first vessel took evasive action to avoid a collision and tried calling the trawler but received no answer.",Near miss/close quarters,Leaving Port Tarakohe,-40.77786114,172.8900289,Tasman,In harbour,Domestic Commercial,0,Aquaculture vessel,MOSS,New Zealand,NULL,17.2,1994
EVT-6099,13/08/2024,Pilot ladder incorrectly rigged.,Pilot Ladder Standards,Timaru,-44.38569952,171.3141446,Canterbury,Inshore,International Commercial,0,Container ship,ISM,Malta,25361,NULL,NULL
EVT-6100,13/08/2024,"Fishing trawler broke its mooring in strong winds overnight, and grounded on a mud bank. Skipper refloated the vessel on the next high tide. There was no damage to the vessel.",Grounding,Kawhia Harbour,-38.10185426,174.8399886,Waikato,In harbour,Domestic Commercial,0,Trawler,MOSS,New Zealand,82.94,19.83,1982
EVT-6101,13/08/2024,New commercial vessel was being refuelled on land when there was a loud bang and fire from the bridge. Fire was put out with extinguisher and 111 called. Vessel was collected by manufacturer for investigation.,Fire,Hahei Beach Road,-36.84171057,175.8025288,Waikato,Marina/boat ramp,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,NULL,NULL,2024
EVT-6102,14/08/2024,Mechanical failure of steering gear.  Applied temporary fix before returning to port.,Steering gear failure,Motueka,-41.13821938,173.032441,Tasman,Inshore,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6107,14/08/2024,High winds caused vessel to break free from its mooring and made contact with a nearby intake valve.  No damage or injuries.,Mooring line failure,Turangi,-39.02033047,175.7136092,Waikato,Lake,Domestic Commercial,0,Workboat,Specified Limit Permit,New Zealand,NULL,NULL,NULL
EVT-6113,14/08/2024,"Worker was carrying out general duties unloading boxes from shelving pallet when it became unstable on the forklift forks and tilted forward, hitting the worker on their left side. Medical certificate was received.",Injury,South Port,-46.58998154,168.3272984,Southland,On Port,Port,1,NULL,NULL,NULL,NULL,NULL,NULL
EVT-6103,15/08/2024,Port team identified unsafe lashing on a container ship and advised crew not to unlash without fall protection. Crew were later observed unlashing the containers without any protection. ,Unsafe Operation or Act,Port Otago,-45.81140021,170.6270604,Otago,At berth,International Commercial,0,Container ship,ISM,Malta,25361,NULL,NULL
EVT-6104,15/08/2024,Fatal medical event on port.,Medical Event,Port Nelson,-41.26267428,173.2730505,Nelson,On Port,Port,0,NULL,NULL,NULL,NULL,NULL,NULL
EVT-6108,16/08/2024,All chocks on pilot ladder were loose and steps rotated underfoot.,Pilot Ladder Standards,Tauranga,-37.60323407,176.1644261,Bay of Plenty,Inshore,International Commercial,0,Bulk carrier,ISM,Panama,24595,NULL,2014
EVT-6111,16/08/2024,Jet ski carrying passenger capsized at slow speed and the passenger entered the water where they spent a significant amount of time. Family member entered the water from second jet ski and injured their shoulder whilst assisting. Coastguard attended.,Capsize,Maraetai Beach,-36.87504037,175.0484558,Auckland,Inshore,Domestic Commercial,2,Personal Water Craft,Safety Case,New Zealand,NULL,NULL,2021
EVT-6115,16/08/2024,Vessel was entering the harbour and moved over in the channel to give another boat room and came into contact with the bottom as beacon No.2 was unlit. Vessel was returning to the channel and touched beacon No.3. No significant damage to vessel.,Grounding,Bluff Harbour Enterance,-46.60049087,168.3578367,Southland,In harbour,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,317,32.7,1994
EVT-6127,16/08/2024,"Whilst hauling cray pot the rope slipped, resulting in the cray pot flipping over the boom and hitting a crew member on the head and back.",Injury,East of Portland Island,-39.29977365,177.8998659,Hawke's Bay,Inshore,Domestic Commercial,1,Other fishing vessel,MOSS,New Zealand,26,14.02,1968
EVT-6129,17/08/2024,Fatal recreational boating accident.,Grounding,Catlins,-46.48335739,169.7247713,Otago,River/harbour bar,Recreational,0,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6110,18/08/2024,Fishing vessel was experiencing rough weather and the skipper left the wheelhouse to check on crew after vessel was turned by large swell. Skipper disengaged auto pilot but hit the reef twice before backing away and being towed back to harbour.,Grounding,Motupere Island,-34.97090516,173.9347392,Northland,Inshore,Domestic Commercial,0,Danish seining vessel,MOSS,New Zealand,NULL,17.33,1986
EVT-6112,18/08/2024,"Vessel sounded a low oil alarm and engineer found oil spilling from gear box. Smoke and oil mist was developing  from gear box, chief engineer activated the emergency stop and the fire alarm. Engine room ventilated and root cause analysis to be done.",Equipment failure,East of Whangara,-38.54220859,178.9072816,12NM to 200NM,Coastal,Domestic Commercial,0,Research vessel,ISM,New Zealand,2291,70,1991
EVT-6114,19/08/2024,"Whilst picking up a container onto their trailer, the front of the container has passed the centreline and has fallen down onto the other side of the trailer into the exclusion zone. The chain remained connected and crane module suffered some damage.",Lifting/Cargo gear failure,PrimePort Timaru Log Yard,-44.39092216,171.2620015,Canterbury,On Port,Port,0,NULL,NULL,NULL,NULL,NULL,NULL
EVT-6117,19/08/2024,"Vessel was slowing down entering the marina when they heard a noise on the left side which was inspected after berthing, discovered a coupling was visibly damaged and engine mounts broken. Vessel taken out of service for inspection and repair.",Propulsion failure,Hobsonville Marina,-36.80852761,174.6495469,Auckland,In harbour,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,14.2,1998
EVT-6119,21/08/2024,Container ship was found to have had multiple recent issues with engine and equipment. Once on board the pilot also noticed none of the rudder indicators were working. Ship was refused pilotage and sent back to anchorage.,Equipment failure,Tauranga Harbour,-37.63123207,176.1621427,Bay of Plenty,In harbour,International Commercial,0,Container ship,ISM,Singapore,16803,184.04,2001
EVT-6121,21/08/2024,"Vessel was preparing freezer lobby for hauling when engineers noticed a smell of ammonia and notified the bridge. The automatic ammonia alarm sounded, all crew exited and were accounted for then the freezer lobby was ventilated and freezers checked.",Chemical or harmful substance spill,West of Westport,-41.6683343,170.6300005,12NM to 200NM,Coastal,Domestic Commercial,0,Trawler,MOSS,New Zealand,788,58.2,1983
EVT-6123,21/08/2024,"Vessel was exiting the harbour when a fishing boat was seen drifting without power. Once vessel was escorted out of the harbour, the tug returned to assist and towed the fishing boat back to port.",Propulsion failure,Port Taranaki Harbour,-39.0508294,174.048624,Taranaki,In harbour,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,12.24,1976
EVT-6124,22/08/2024,Vessel was making a routine journey when the driver noticed the smell of smoke in the boat so they stopped on the shore and disembarked the passengers before using the onboard fire extinguisher to put out a small electrical fire.,Fire,Kawarau River,-45.0145789,168.7782805,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,7.5,NULL
EVT-6125,22/08/2024,Vessel was making a routine journey when their engine cut out and would not restart so they dropped anchor and contacted the coastguard. Local vessel was able to assist and tow the vessel to dock.,Propulsion failure,East of Mamaku Point,-46.85569232,168.1344457,Southland,Inshore,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,8.5,2007
EVT-6163,22/08/2024,"Commercial fishing vessel hit a tree above the water line, cause was low sun resulting in poor visibility. The vessel was to be repaired in dock.",Collision,Off Cape Wanbrow,-45.1370101,171.1063337,Otago,Inshore,Domestic Commercial,0,Cray/Rock Lobster vessel,MOSS,New Zealand,NULL,11,1996
EVT-6126,23/08/2024,Pilot ladder was found to be in poor condition with multiple loose checks so steps turned under foot.,Pilot Ladder Standards,Port of Tauranga,-37.61382785,176.1725658,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Marshall Islands,25546,NULL,NULL
EVT-6128,23/08/2024,Pilot ladder was found to have obvious impact damage to a pair of chocks and multiple chocks were very loose.,Pilot Ladder Standards,Port of Tauranga,-37.61382785,176.1725658,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Panama,26272,NULL,NULL
EVT-6130,24/08/2024,Vessel was exiting port when they experienced a steering gear malfunction and went to anchor to wait for technician to attend. Vessel cleared to complete their journey but issues raised at the lack of malfunction details given to Harbourmaster.,Steering gear failure,"Tasman Bay, Nelson",-41.23006326,173.223259,Tasman,In harbour,International Commercial,0,Oil Tanker,ISM,Niue,3711,NULL,2007
EVT-6133,25/08/2024,Pilot made a mistake while piloting vessel but this was not challenged by the bridge team causing vessel to end up outside the dredged channel for a period of time.,Unsafe Operation or Act,Nelson,-41.25955568,173.2527602,Nelson,Inshore,International Commercial,0,Oil Tanker,ISM,Niue,3711,NULL,2007
EVT-6135,25/08/2024,Vessels were performing training exercises causing multiple capsizes in the waves. No injuries or damage.,Capsize,Foxton beach,-40.47656776,175.2121974,Manawatu-Wanganui,River/harbour bar,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-6138,25/08/2024,During a training exercise the vessel was stationary when hit by a wave and capsized. ,Capsize,Whangamat? Beach,-37.21338951,175.8800679,Waikato,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-6162,25/08/2024,"Passenger ferry port main engine was not able to be started, pilot valve was replaced but did not resolve issue. Ferry moved off berth but was still experiencing issues and decision was made to return to berth. ",Propulsion failure,Picton Harbour,-41.28477095,174.0056902,Marlborough,In harbour,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,Bahamas,27414,NULL,2007
EVT-6136,26/08/2024,Worker was conducting pre-start checks when hydraulic fluid was found on a step and was wiped off. The hydraulic fluid mixed with the rain water and the worker slipped off the step onto the ground and was admitted to hospital.,Injury,Lyttelton Port,-43.60805385,172.7126407,Canterbury,On Port,Port,1,NULL,NULL,NULL,NULL,NULL,NULL
EVT-6140,26/08/2024,"During routine safety checks at sea, vessel was found to have a defective emergency fire pump, engine lubrication oil pressure alarm and a minor leak in an engine water line. All issues rectified.",Equipment failure,West of Chatham Island,-44.02629183,-179.0059954,12NM to 200NM,Offshore,International Commercial,0,General cargo/multi-purpose ship,ISM,Cook Islands,1185,67.35,1988
EVT-6131,27/08/2024,Pilot ladder was found to have loose chocks on the lower steps causing them to rotate under foot.,Pilot Ladder Standards,Port of Tauranga,-37.6088237,176.173306,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Panama,36500,NULL,NULL
EVT-6132,27/08/2024,Pilot ladder presented was found to be below standard whilst compliant ladder was onboard.,Pilot Ladder Standards,Port of Tauranga,-37.61856888,176.1669104,Bay of Plenty,In harbour,International Commercial,0,Container ship,ISM,Bahamas,24725,179.99,2014
EVT-6134,27/08/2024,Pilot ladder was found to have loose chocks on lower steps.,Pilot Ladder Standards,Port of Tauranga,-37.60208711,176.1801852,Bay of Plenty,In harbour,International Commercial,0,Chemical tanker,ISM,Norway,29914,NULL,NULL
EVT-6137,27/08/2024,Fatal recreational boating accident.,Capsize,Manukau Harbour,-36.97163415,174.7379231,Auckland,In harbour,Recreational,0,Dinghy,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6155,27/08/2024,Crane grab had an uncontrolled release of product. No persons were in the vicinity so no risk of harm.,Lifting/Cargo gear failure,Lyttelton Port Wharf,-43.60626441,172.7207364,Canterbury,On Port,Port,0,NULL,NULL,NULL,NULL,NULL,NULL
EVT-6159,28/08/2024,"Seal degraded on starboard jet unit on commercial vessel, there was a minor inrush of water which was managed by the automatic bilge pump and alarm. The vessel was dry docked immediately.",Propulsion failure,Raglan Wharf,-37.79435815,174.8762683,Waikato,In harbour,Domestic Commercial,0,Workboat,MOSS,New Zealand,NULL,11.04,2005
EVT-6141,30/08/2024,Vessel was going alongside another ship to make a delivery when the vessel made contact with the ship causing minor damage to a railing and a light.,Contact,Port of Tauranga,-37.66492762,176.1800187,Bay of Plenty,At berth,International Commercial,0,Container ship,ISM,Liberia,19122,NULL,NULL
EVT-6141,30/08/2024,Vessel was going alongside another ship to make a delivery when the vessel made contact with the ship causing minor damage to a railing and a light.,Contact,Port of Tauranga,-37.66492762,176.1800187,Bay of Plenty,At berth,International Commercial,0,Oil Tanker,ISM,New Zealand,1531,NULL,2011
EVT-6191,30/08/2024,Fatal recreational boating accident.,Person Overboard,"About 6.6NM off Haumuri Bluffs, Kaikoura",-42.59857778,173.6429667,Canterbury,Inshore,Recreational,0,Unknown,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6142,31/08/2024,Grounding on sandy beach following anchor drag in bad weather. ,Grounding,"Carters Beach, Westport",-41.74205091,171.5643882751465°     ,West Coast,Inshore,International Commercial,0,Oil Tanker,ISM,Niue,3711,NULL,2007
EVT-6143,31/08/2024,"Vessel was departing harbour, and after pilot disembarked it was noted the propeller was not responding correctly. The port was advised and a pilot and two tugs were dispatched. The vessel returned to port with assistance.",Steering gear failure,"Exiting Burnie Harbour, Tasmania",-41.05375578,145.9212266,Outside 200NM,Beyond Offshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,4706,81.75,2018
EVT-6173,31/08/2024,"During club training, IRB engine failed to start, resulting in being pushed into the wave and capsizing.",Capsize,"Pukenina Beach, Bay of Plenty.",-37.77469274,176.5056348,Bay of Plenty,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-6145,1/09/2024,"Yacht capsized while crossing bar, throwing skipper out and causing injury to a child. The child sustained a deep head laceration and was unconscious for periods of time. EMTs and Police attended.",Injury,"Approximately 0.5nm to NW of N end of Haulashore Island, approaching Nelson cut",-41.26285112,173.250194,Nelson,River/harbour bar,Recreational,1,Pleasure Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6144,2/09/2024,Loose chocks on Pilot ladder,Pilot Ladder Standards,Tauranga,-37.61723139,176.1601016,Bay of Plenty,Inshore,International Commercial,0,Bulk carrier,ISM,Hong Kong,19872,NULL,2002
EVT-6148,2/09/2024,While carrying out maintenance on vessel a cloud of cement dust blew into the eyes of a crew member. Crew member was transported to A&E to have eyes flushed.,Injury,"Portland Cement Wharf, Whangarei Harbour",-35.80236848,174.3476735,Northland,At berth,Domestic Commercial,1,Bulk carrier,ISM,New Zealand,8745,124.7,2016
EVT-6147,3/09/2024,Faults identified in vehicle fire detection loop.,Equipment failure,At berth,-41.26513552,174.7881032,Wellington,At berth,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,21856,186,1997
EVT-6149,3/09/2024,Skipper of recreational yacht reported a passenger ferry tried to force their vessel to cross a channel unnecessarily by intentionally heading directly towards them. Ferry passed within a couple of meters of yacht at excess speed. ,Near miss/close quarters,Channel towards Omokorao,-37.6295259,176.0707703,Bay of Plenty,Inshore,Domestic Commercial,0,Passenger/Vehicle Ferry,MOSS,New Zealand,NULL,23.98,2017
EVT-6149,3/09/2024,Skipper of recreational yacht reported a passenger ferry tried to force their vessel to cross a channel unnecessarily by intentionally heading directly towards them. Ferry passed within a couple of meters of yacht at excess speed. ,Near miss/close quarters,Channel towards Omokorao,-37.6295259,176.0707703,Bay of Plenty,Inshore,Domestic Commercial,0,Pleasure Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6157,3/09/2024,"Gust of wind ripped autohelm off commercial sailing vessel, the mizzen mast then collapsed and fell over the side. Vessel was secured by skipper.",Propulsion failure,Offshore Kaik?ura,-42.71213967,175.618562,12NM to 200NM,Offshore,Domestic Commercial,0,Workboat,MOSS,New Zealand,88,25,1979
EVT-6150,4/09/2024,"Whist moving a container ship between berths, the vessels propulsion system failed and the main engine had to be stopped by emergency system, control of bow thruster was also lost. Vessel was berthed by tugs.",Propulsion failure,Port of Auckland,-36.84213695,174.7805154,Auckland,At berth,International Commercial,0,General cargo/multi-purpose ship,ISM,Netherlands,13558,NULL,NULL
EVT-6152,5/09/2024,"Trespasser walked along perimeter of port and fell down a hill. The person suffered cuts and abrasions and was picked up by someone not employed by the port, and taken to hospital.",Injury,Port Lytellton,-43.60629067,172.7250097,Canterbury,On Port,Port,0,NULL,NULL,NULL,NULL,NULL,NULL
EVT-6151,6/09/2024,Wood chip pile collapsed on port.,NULL,Port Marlborough,-41.28547667,174.0046596,Marlborough,On Port,Port,0,NULL,NULL,NULL,NULL,NULL,NULL
EVT-6165,6/09/2024,"Whilst departing the wharf, crew member was waiting to untie the vessel when the rope slipped and whipped their hand, breaking their thumb.",Injury,Motueka Commercial Fishing Wharf,-41.13825793,173.0237738,Tasman,At berth,Domestic Commercial,1,Line fishing vessel,MOSS,New Zealand,NULL,14.63,1986
EVT-6153,7/09/2024,Fishing vessel lost propulsion and dropped anchor. Skipper notified Coastguard and vessel was to be towed by another fishing vessel later in the day.,Propulsion failure,"Haurere Point, Whakat?ne",-37.49241731,176.8419751,12NM to 200NM,Coastal,Domestic Commercial,0,Danish seining vessel,MOSS,New Zealand,NULL,17,1988
EVT-6154,7/09/2024,Pilot ladder was found to be in poor condition with multiple loose chocks and steps that turned under foot.,Pilot Ladder Standards,Port of Tauranga,-37.66492831,176.179952,Bay of Plenty,At berth,International Commercial,0,Tanker,ISM,China,29578,NULL,NULL
EVT-6158,7/09/2024,"Container ship's beacon broke out of its cradle and rolled down to the next deck, the Hydrostatic Release Unit (HRU) was lost and the cradle cover broken. The shore based contractor was to send a technician to next port for repairs.",Equipment failure,East of Great Barrier Island,-36.12081847,175.6198295,Northland,Inshore,Domestic Commercial,0,Cargo ship,ISM,New Zealand,18358,175.41,2011
EVT-6176,7/09/2024,During training session IRB rolled over after misjudging wave.,Capsize,"Waitarere Beach, Manawatu ",-40.55133729,175.1919365,Manawatu-Wanganui,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-6156,8/09/2024,"Barge hull was damaged whilst working alongside pier, and the barge foundered overnight. It was later salvaged.",Foundered,"Seaview Marina, Wellington Harbour",-41.25289927,174.9010337,Auckland,At berth,Domestic Commercial,0,Workboat,MOSS,New Zealand,NULL,11.2,2009
EVT-6161,10/09/2024,Worker was assembling a shelf when stepping backwards came into contact with a sharp pointed edge of a steel plate puncturing their hip.,Injury,Lyttelton Engineering Fabrication Workshop,-43.60569801,172.7108547,Canterbury,On Port,Port,1,NULL,NULL,NULL,NULL,NULL,NULL
EVT-6167,10/09/2024,"Vessel lost steering whilst leaving wharf, was towed to another wharf and was found to have a loose steering arm.",Steering gear failure,Pokiki Wharf,-41.27782861,173.7716858,Marlborough,Marina/boat ramp,Domestic Commercial,0,Aquaculture vessel,MOSS,New Zealand,107,25.08,1988
EVT-6164,11/09/2024,Pilot ladder was found to have multiple loose chocks and steps rotated under foot.,Pilot Ladder Standards,Port of Tauranga,-37.65504608,176.1818781,Bay of Plenty,At berth,International Commercial,0,Bulk carrier,ISM,Liberia,23770,NULL,2021
EVT-6166,11/09/2024,"Vessel was outbound from port when a fishing vessel entered the channel and failed to respond to radio signals, causing a near miss with the vessel.",Near miss/close quarters,"Cutter Channel, Port of Tauranga",-37.64099781,176.1750637,Bay of Plenty,In harbour,Domestic Commercial,0,Trawler,MOSS,New Zealand,NULL,23.96,2016
EVT-6168,12/09/2024,Crew member caught their hand in a tangle of the fishing line and was pulled overboard then recovered back onboard immediately.,Person Overboard,West of Chatham Island,-43.60500025,-178.2000009,12NM to 200NM,Offshore,Domestic Commercial,0,Trolling vessel,MOSS,New Zealand,1079,46.5,1993
EVT-6169,12/09/2024,Tug was coming alongside the vessel to attach a rope when the master made a turn away to avoid the turbulent water from the vessel's propeller. The tug rotated too quickly making heavy contact with the vessel causing the deckhand to fall over.,Collision,Port Nelson Shipping Channel,-41.26040137,173.2681145,Nelson,In harbour,Domestic Commercial,1,Tanker,ISM,China,29578,NULL,NULL
EVT-6169,12/09/2024,Tug was coming alongside the vessel to attach a rope when the master made a turn away to avoid the turbulent water from the vessel's propeller. The tug rotated too quickly making heavy contact with the vessel causing the deckhand to fall over.,Collision,Port Nelson Shipping Channel,-41.26040137,173.2681145,Nelson,In harbour,Domestic Commercial,1,Tugboat,MOSS,New Zealand,NULL,23.95,2019
EVT-6172,13/09/2024,Vessel ran out of fuel and requested a tow to shore.,Propulsion failure,"Mission Bay, Auckland",-36.84096523,174.8579326,Auckland,In harbour,Recreational,0,Pleasure Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6170,14/09/2024,"Recreational jet boat struck a rock, causing all occupants to be ejected from the vessel, with two passengers sustaining injuries.",Injury,Oreti River at Mavora,-45.32951778,168.2084347,Southland,River,Recreational,3,Jetboat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6174,14/09/2024,Crew member on board fishing vessel sustained a crush shoulder injury while hauling a net.,Injury,"Jackson Bay, West Coast",-43.92805569,168.6800148,West Coast,Inshore,Domestic Commercial,1,Trawler,MOSS,New Zealand,138,26,1979
EVT-6178,14/09/2024,Passenger on taxi boat fell on stairs due to sudden movement of boat,Injury,Queenstown,-45.04268325,168.6503575,Otago,Lake,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,NULL,11.3,2000
EVT-6171,15/09/2024,"Upon vessel's arrival toward port they were awaiting the pilot to be picked up when they manoeuvred around and noticed the air pressure dropping in one of the cylinders. Cylinder head gasket damaged, replaced by crew and checked by surveyor.",Equipment failure,Auckland Pilot Station Alpha,-36.45422456,175.0720629,Auckland,In harbour,International Commercial,0,Bulk carrier,ISM,Bahamas,24725,NULL,2014
EVT-6194,15/09/2024,During vessel cargo operations the containers being discharged swung and struck the vessel railings causing damage. Rails repaired by ships crew.,Lifting/Cargo gear failure,Port of Lyttelton,-43.60474892,172.7162869,Canterbury,At berth,Domestic Commercial,NULL,Cargo ship,ISM,New Zealand,18358,175.41,2011
EVT-6201,16/09/2024,Leaking hydraulic hose on gearbox.,Equipment failure,Outside Wellington Harbour Entrance,-41.40014781,174.8419931,Wellington,NULL,Domestic Commercial,NULL,Other fishing vessel,MOSS,New Zealand,NULL,14.26,1990
EVT-6219,16/09/2024,"Jet boat engine failed, driver stopped in a familiar location and workshop assisted with boat swap.",Propulsion failure,"Big Beach, Shotover River",-44.98453025,168.6848149,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5.5,NULL
EVT-6179,17/09/2024,Vessel was fishing when they noticed an increase in speed and the tension on the main rope becoming loose. Vessel confirmed that the rope had broken and the net had been lost.,Equipment failure,South of North East Island,-49.09836548,166.7149794,12NM to 200NM,Offshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,819,57.82,1983
EVT-6175,18/09/2024,Pilot ladder was found to be in poor condition with multiple loose chocks which cause steps to turn underfoot.,Pilot Ladder Standards,Port of Tauranga,-37.664928,176.1800746,Bay of Plenty,At berth,International Commercial,0,Chemical tanker,ISM,Marshall Islands,29715,NULL,2013
EVT-6184,18/09/2024,Extreme vessel movement experienced by contractor while conducting  maintenance on beacons. Stepping onto the ladder the worker was unbalanced causing them to bump their nose on a ladder rung.,Extreme vessel movement,Nelson,-41.26211471,173.2577455,Nelson,In harbour,Domestic Commercial,1,Passenger Ferry,MOSS,New Zealand,NULL,7.5,2010
EVT-6181,19/09/2024,Propulsion failure due to rope being tangled around propeller,Propeller entangled,Southern Ocean,-50.98079083,166.4443972,12NM to 200NM,Offshore,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,25.3,1985
EVT-6182,19/09/2024,Propulsion failure - tugs towed vessel back to port.,Propulsion failure,Cook Strait,-41.36856821,174.6723218,Wellington,Inshore,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,Bahamas,27414,NULL,2007
EVT-6183,19/09/2024,Flexible pilot ladder section of combination ladder came away from the shell plating.,Pilot Ladder Standards,Gisborne,-38.69775002,177.987799,Gisborne,Inshore,International Commercial,0,Bulk carrier,ISM,Hong Kong,24785,179.99,2016
EVT-6185,19/09/2024,During cargo inspection found 16 dangerous goods containers had fallen down.,Cargo shift,New Plymouth,-39.04139858,174.0375036,Taranaki,Inshore,International Commercial,0,General cargo/multi-purpose ship,ISM,Panama,7460,NULL,2009
EVT-6186,19/09/2024,Vessel blown off berth by unexpected wind gust. Tugs used to maintain control of vessel.,Mooring line failure,Tauranga,-37.66052239,176.1811647,Bay of Plenty,At berth,International Commercial,0,Container ship,ISM,Denmark,34202,237.36,2003
EVT-6187,19/09/2024,"Vessel entering harbour through channel.  Very low tide and vessel touched the mud lightly.  Master stopped, waited 15 minutes then continued.  No harm, no damage.",Grounding,Havelock channel,-41.27366372,173.7705088,Marlborough,River/harbour bar,Domestic Commercial,0,Aquaculture vessel,MOSS,New Zealand,NULL,24.6,2000
EVT-6192,19/09/2024,Jet boat beached at low speed after the channel entered was not passable. ,Grounding,"Power Poles river left, Dart River",-44.84432966,168.3876597,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,6,NULL
EVT-6195,21/09/2024,Commercial fishing vessel was tacking when they collided with a recreational fishing boat. Neither vessel noticed the other before the collision. There was some damage to both vessels.,Collision,"Hole in the Wall Passage, just NW of Flat Island",-36.70596583,175.8599972,Waikato,Inshore,Recreational,0,Line fishing vessel,MOSS,New Zealand,35,13.2,1999
EVT-6195,21/09/2024,Commercial fishing vessel was tacking when they collided with a recreational fishing boat. Neither vessel noticed the other before the collision. There was some damage to both vessels.,Collision,"Hole in the Wall Passage, just NW of Flat Island",-36.70596583,175.8599972,Waikato,Inshore,Recreational,0,Pleasure Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6188,22/09/2024,Crew member on fishing vessel fell down stairs and injured back. They experienced numbness in legs and could not feel their feet.,Injury,12m off Lyttelton,-43.46881618,173.2163772,12NM to 200NM,Coastal,Domestic Commercial,1,Trawler,MOSS,New Zealand,1899,64.05,1991
EVT-6189,22/09/2024,Crew members finger was caught by upper section of stuffing box. First aid applied then taken to hospital by ambulance.,Injury,Jelico Container Terminal,-36.84250262,174.7799372,Auckland,At berth,International Commercial,1,Container ship,ISM,Singapore,65792,NULL,NULL
EVT-6200,22/09/2024,"Vessel was sitting at a fuel stop until low tide when it grounded, vessel was refloated on the tide.",Grounding,"Orakei Marina, Auckland",-36.8492781,174.8101553,Auckland,Marina/boat ramp,Recreational,0,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-6190,23/09/2024,"Pilot ladder was found to be in poor condition, with multiple loose chocks and steps that rotated under foot. Ladder was to be replaced.",Pilot Ladder Standards,Tauranga Harbour,-37.63275884,176.1623849,Bay of Plenty,In harbour,International Commercial,NULL,Bulk carrier,ISM,Hong Kong,23232,NULL,2015
EVT-6193,23/09/2024,"Ship's crew were retrieving the gangway when a section of the gangway failed. The gangway then fell into the harbour, and was left hanging by the wires at the forward end. The crew were able to retrieve the ladder and pull onboard.",Equipment failure,"Alongside Kingsford Quay, Port Nelson",-41.25839297,173.2763729,Nelson,At berth,International Commercial,0,Bulk carrier,ISM,Marshall Islands,17019,NULL,NULL
EVT-6199,23/09/2024,Starboard engine on jetboat stopping running whilst on a training run. The driver drove back to base under the power of one engine. The fault was traced to a faulty coil.,Propulsion failure,On Dart River approx 2km above the Dart bridge,-44.75768071,168.3361145,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5,NULL
